,Item_Identifier,Outlet_Identifier,Outles_Sales
4379,FDY58,OUT035,777.2565870746921
4380,FDY22,OUT045,2895.26689936636
4381,FDF11,OUT027,4369.979211668233
4382,FDZ51,OUT035,1569.6163732009998
4383,FDQ45,OUT017,3306.4682183734744
4384,FDF17,OUT035,1564.1984150808698
4385,NCF31,OUT027,1977.802529975572
4386,FDA37,OUT013,3497.9097972588497
4387,FDO51,OUT046,1936.7854138414993
4388,FDF34,OUT013,1651.1188787979886
4389,FDD57,OUT018,-470.5673043675265
4390,FDO37,OUT046,1857.4990090238332
4391,FDR49,OUT049,904.8302651571505
4392,FDS39,OUT049,-971.1101216565387
4393,FDI48,OUT027,3673.419835576806
4394,DRM35,OUT049,3405.704179761819
4395,FDV57,OUT035,3094.412884931049
4396,FDZ55,OUT013,3882.3308769668956
4397,FDI28,OUT035,2920.7940597514016
4398,FDS21,OUT045,2558.6290323302183
4399,FDT34,OUT013,2555.042318883896
4400,DRI25,OUT035,1942.388822195351
4401,FDT47,OUT010,3266.4836291733977
4402,DRH39,OUT045,3010.6418197205985
4403,NCD54,OUT045,-502.17482574308247
4404,FDU16,OUT027,2208.2098737679626
4405,NCW29,OUT045,1723.561551592396
4406,FDV25,OUT027,2027.4100645256126
4407,FDM56,OUT035,1779.477271817505
4408,FDZ04,OUT027,360.2416138184651
4409,FDG59,OUT019,1564.2529058321454
4410,FDI56,OUT045,5194.479789143987
4411,FDS33,OUT035,2631.018920774414
4412,FDC23,OUT049,1647.7456129642292
4413,FDT11,OUT049,2349.372847923417
4414,FDG17,OUT045,3706.724448176827
4415,FDZ44,OUT045,2997.8851369199665
4416,FDJ52,OUT013,4120.126672557564
4417,DRI23,OUT046,2929.967460385771
4418,DRE15,OUT010,1993.187279725567
4419,NCF07,OUT013,2577.6850347642985
4420,NCR29,OUT049,3050.556807081078
4421,FDE44,OUT019,3142.5289876452707
4422,FDT23,OUT035,3192.5851556487023
4423,NCG06,OUT017,2402.532684064592
4424,NCU41,OUT010,4209.176708250119
4425,FDH46,OUT017,1684.9174553962812
4426,FDV31,OUT013,1689.7032452645758
4427,NCT41,OUT027,2437.43983838846
4428,FDE22,OUT027,517.2504486159045
4429,FDC26,OUT045,3717.1424364626873
4430,DRF51,OUT017,1865.3517028491576
4431,NCY53,OUT019,3128.866689049595
4432,FDY21,OUT017,3660.6207317383796
4433,FDL27,OUT013,3643.563931122732
4434,FDZ34,OUT049,4414.549389197489
4435,NCF43,OUT010,2959.8062014139055
4436,FDC21,OUT035,2614.560840623202
4437,FDL26,OUT013,-607.500593189967
4438,FDT25,OUT010,2642.031763096426
4439,NCR30,OUT046,774.1134775197338
4440,DRL23,OUT019,1865.046373906973
4441,NCR05,OUT049,1499.8966720128092
4442,NCE19,OUT018,1542.3040709146253
4443,FDY07,OUT035,1572.7184366176991
4444,FDB10,OUT017,1417.0292018867863
4445,FDP57,OUT013,2604.933267126688
4446,FDU48,OUT019,2677.528587629306
4447,FDH48,OUT035,-1123.3185168964485
4448,FDO33,OUT035,828.017616671999
4449,NCU29,OUT045,1423.6760845254212
4450,FDW35,OUT046,2490.5333045540674
4451,FDH05,OUT010,2906.662981302214
4452,FDP26,OUT049,2844.693050556777
4453,DRG27,OUT035,2671.115562527396
4454,FDQ33,OUT046,3849.533015078018
4455,FDH20,OUT010,2131.7335593543526
4456,FDV14,OUT046,729.6114177401507
4457,DRD01,OUT046,2325.9614450564586
4458,NCI17,OUT049,3083.8246571769655
4459,FDF39,OUT010,2817.586693579414
4460,FDX37,OUT046,1695.5035608954404
4461,NCX17,OUT035,2827.593116628588
4462,FDN03,OUT013,693.8231280193829
4463,NCS41,OUT010,3141.3139638769626
4464,FDH34,OUT045,1018.7504209433139
4465,NCX53,OUT018,3863.379604676232
4466,FDY31,OUT046,2933.1914039299463
4467,FDD20,OUT017,3238.9103888050636
4468,FDE51,OUT045,4075.022870820234
4469,FDV27,OUT046,1321.3986625058055
4470,FDF16,OUT035,702.3572982954252
4471,FDZ02,OUT049,2620.8205509704794
4472,NCK05,OUT045,19.643181198714956
4473,FDM12,OUT027,3352.4201970119598
4474,NCA05,OUT018,1582.582924964853
4475,FDX33,OUT045,3622.3575324859885
4476,FDM25,OUT049,1491.4769240960986
4477,FDE41,OUT018,2137.8010106182774
4478,FDW14,OUT045,3698.949566672918
4479,NCD30,OUT046,3365.6939665405557
4480,FDB23,OUT010,2620.987003974509
4481,FDF45,OUT046,2445.341855953231
4482,FDW20,OUT017,3529.3919367665308
4483,FDF47,OUT045,3334.0611212914923
4484,NCR05,OUT019,2546.97321086551
4485,DRB01,OUT046,2809.9312716628033
4486,FDE36,OUT013,1642.5605205351746
4487,FDU56,OUT049,811.1740713152278
4488,FDB23,OUT049,1436.1776882882066
4489,FDN48,OUT049,1602.6567599915816
4490,FDS43,OUT013,1384.7850416968326
4491,NCN05,OUT013,129.50585533820595
4492,NCL53,OUT049,2051.971341252955
4493,FDL56,OUT046,3471.9802297072415
4494,FDH17,OUT018,4542.088573442832
4495,FDP37,OUT046,5271.053673090919
4496,FDG09,OUT019,1384.2151837463596
4497,FDA55,OUT045,4218.712050087769
4498,FDX31,OUT049,3891.015580617604
4499,FDJ41,OUT045,2419.599554477948
4500,DRC24,OUT045,1102.8350592632155
4501,FDQ21,OUT035,2825.878513072762
4502,NCT54,OUT045,613.6654232862302
4503,FDH08,OUT049,1823.1761092013217
4504,FDY38,OUT018,3287.7919324899017
4505,DRM11,OUT010,2484.6807945736537
4506,FDG32,OUT049,852.8390832326161
4507,NCH18,OUT046,2109.928618225616
4508,FDI20,OUT035,2048.131498867714
4509,FDA33,OUT018,-251.0286761281543
4510,FDN45,OUT013,2868.5357405320815
4511,FDT45,OUT010,3165.429150123843
4512,FDR32,OUT035,781.3643717397458
4513,FDA48,OUT017,1333.3821231094419
4514,FDN23,OUT017,2560.567911361109
4515,NCR18,OUT035,4084.623265476745
4516,FDD45,OUT046,3457.8486754748824
4517,FDI22,OUT018,772.1027971947144
4518,FDT09,OUT013,1401.3527894890583
4519,DRC24,OUT027,3113.1704253718326
4520,FDT39,OUT046,1931.3066004145585
4521,FDX28,OUT045,2651.9851558094433
4522,FDA50,OUT018,1823.151502505915
4523,FDT33,OUT027,3380.5246866629927
4524,FDQ60,OUT049,2674.8254091775734
4525,NCM19,OUT018,2549.619403581091
4526,FDF40,OUT046,1961.112261870902
4527,NCI30,OUT035,2679.8723461368268
4528,FDK34,OUT049,1978.0357417483237
4529,FDA38,OUT027,2593.5492096758894
4530,FDT02,OUT045,1165.052718393112
4531,FDC11,OUT017,767.5253387859261
4532,FDD08,OUT046,801.0565544640718
4533,NCS29,OUT046,2916.8864716076305
4534,DRI03,OUT010,2401.3172632546525
4535,FDK48,OUT035,842.5836538613695
4536,FDM52,OUT049,819.7827110712648
4537,FDP49,OUT035,3365.7017596169394
4538,DRA24,OUT046,2282.918881799609
4539,NCJ43,OUT049,1973.5335837741902
4540,FDE11,OUT045,4522.6623822362135
4541,FDP01,OUT049,1986.5544949111932
4542,FDQ59,OUT018,2012.0592654579598
4543,FDA43,OUT019,3129.940128121373
4544,FDL14,OUT017,802.5197835845452
4545,FDV50,OUT010,4184.875849733515
4546,FDT01,OUT027,1427.8901565180236
4547,NCC42,OUT035,1906.0530884064626
4548,FDO28,OUT046,1198.822650147341
4549,FDD32,OUT019,1030.9187667248298
4550,FDV45,OUT035,1029.5345957680552
4551,NCW17,OUT019,2846.070055744981
4552,NCJ17,OUT027,-877.1808908852836
4553,NCF18,OUT049,1959.578154970157
4554,FDP01,OUT045,-319.0522506434222
4555,FDH24,OUT045,4113.590649794316
4556,FDI38,OUT027,1909.025646805947
4557,FDX03,OUT035,1356.7107089071178
4558,FDY28,OUT046,1633.9696415016435
4559,FDN34,OUT018,945.5375694164102
4560,FDJ02,OUT045,973.5082223469592
4561,FDW40,OUT019,1894.8941758003846
4562,FDX03,OUT017,3168.8058039979364
4563,FDE17,OUT027,3670.2841195308183
4564,FDT58,OUT046,1612.7145724681513
4565,FDI38,OUT013,2967.080047552506
4566,FDW22,OUT035,1591.0445832982596
4567,FDS15,OUT027,359.91403828174543
4568,NCX06,OUT013,3781.069372174023
4569,DRK47,OUT035,827.8860579146502
4570,FDC23,OUT027,4787.426232280666
4571,FDM56,OUT010,747.0058346965945
4572,FDP21,OUT046,989.7215011764894
4573,FDP58,OUT046,1093.364983318008
4574,FDA27,OUT019,1925.9541813485514
4575,FDK41,OUT019,1867.0916910945136
4576,NCH42,OUT046,2931.1827929667784
4577,FDG29,OUT045,881.7099135738673
4578,FDW15,OUT018,1803.1182691486351
4579,FDD28,OUT018,2775.8154516572936
4580,FDQ37,OUT049,3293.178066299054
4581,FDC23,OUT035,1363.8239782251042
4582,FDV13,OUT035,3936.576929087665
4583,FDK33,OUT046,1998.8882969029153
4584,FDO33,OUT013,1075.9909732137878
4585,FDN21,OUT017,1708.592779348846
4586,NCW06,OUT027,2776.4066152037194
4587,FDI38,OUT035,2488.583442443339
4588,FDC21,OUT027,-1022.8138203263547
4589,NCS05,OUT046,2146.0750074823036
4590,NCN53,OUT049,2309.9820486061694
4591,FDV40,OUT010,3537.8659876970705
4592,FDG60,OUT017,805.128345697293
4593,NCY30,OUT027,2389.478833634805
4594,FDM40,OUT045,4220.588864049201
4595,NCO30,OUT046,4183.8899776278595
4596,FDK10,OUT046,2429.058236025786
4597,FDM36,OUT045,3011.6100516455135
4598,FDN10,OUT013,5254.353602686622
4599,FDM46,OUT018,-558.2878141335639
4600,FDX50,OUT049,3814.1412166972746
4601,FDP33,OUT045,5302.683646300797
4602,FDO12,OUT045,416.4842111707753
4603,FDC28,OUT013,1365.882237823376
4604,FDO31,OUT045,2880.8358260411724
4605,FDX45,OUT035,2999.040018407685
4606,FDV21,OUT049,3728.0751469198767
4607,FDH04,OUT049,835.4526250798051
4608,NCG54,OUT013,3818.8330391284685
4609,FDO13,OUT046,691.7120079660326
4610,FDA09,OUT027,2970.3242947029144
4611,FDC38,OUT017,-200.44798737625524
4612,NCO42,OUT046,2256.3222773630705
4613,FDL45,OUT049,2558.3129182078446
4614,NCK31,OUT013,487.2562190669312
4615,FDM39,OUT017,2306.1102235573267
4616,FDC22,OUT010,2033.9825560009613
4617,FDF46,OUT046,2726.1595702504387
4618,FDQ37,OUT045,3851.6885798022363
4619,FDH41,OUT010,43.41250665626876
4620,FDQ04,OUT046,2124.9063039805965
4621,NCQ02,OUT027,3713.614824996448
4622,FDJ57,OUT027,-37.98354904492635
4623,NCE07,OUT049,2774.7033678783773
4624,FDE56,OUT013,2487.570255527764
4625,FDI20,OUT049,4038.4432613198655
4626,FDK36,OUT018,2340.920276972741
4627,FDP08,OUT027,3172.746800944787
4628,FDF44,OUT017,2898.051558236015
4629,NCU53,OUT017,2107.7103575765673
4630,FDF47,OUT035,698.1198029676979
4631,FDS55,OUT010,5580.077341739085
4632,FDZ52,OUT010,2956.8432215640996
4633,FDL04,OUT018,2542.2695507287076
4634,NCM26,OUT035,1498.3270635163892
4635,FDX43,OUT049,3035.15542758906
4636,FDP52,OUT049,2085.4776332696306
4637,DRK49,OUT045,-354.9907201122928
4638,FDE38,OUT013,734.1769258798679
4639,DRF13,OUT035,2730.137390731406
4640,FDK41,OUT010,3807.0165142102915
4641,FDJ04,OUT027,1539.2895490571707
4642,FDZ44,OUT018,1166.6637832012527
4643,FDS11,OUT013,2331.127346538257
4644,FDA55,OUT049,1627.1569567854665
4645,NCW53,OUT046,2210.2533810746477
4646,FDB49,OUT027,2428.213032389088
4647,FDD23,OUT017,2986.280002073428
4648,NCV42,OUT045,3009.476345793943
4649,NCZ29,OUT018,2662.19835881218
4650,FDQ26,OUT013,2887.5715984320436
4651,FDV08,OUT017,2110.407848534571
4652,FDC53,OUT049,1759.1896518774945
4653,FDV58,OUT010,1015.7552628479234
4654,NCP02,OUT019,2477.791152454843
4655,DRI37,OUT045,-1083.0992100614044
4656,FDQ12,OUT049,391.8367926839462
4657,FDE33,OUT046,1234.868926315744
4658,FDX27,OUT045,734.2854090693836
4659,FDM22,OUT017,2734.7237827126437
4660,NCH30,OUT019,1718.5815555516097
4661,FDC04,OUT017,1473.244144835536
4662,FDO38,OUT046,1763.1147328228935
4663,FDV52,OUT027,3053.2331487394517
4664,FDB32,OUT013,1429.329775437199
4665,FDV43,OUT018,2911.505409491136
4666,FDI24,OUT018,3722.0775985048745
4667,FDR40,OUT017,847.7641337694357
4668,FDW02,OUT049,1899.7016690387402
4669,FDE44,OUT049,2672.5389835194346
4670,FDL38,OUT046,-1099.3821780551918
4671,NCT54,OUT010,1085.832474004567
4672,DRJ39,OUT010,2378.373481085198
4673,FDW55,OUT049,1654.18910191695
4674,DRF13,OUT019,844.1577424859984
4675,NCW17,OUT049,1018.0088275345511
4676,FDP13,OUT035,3885.977037228285
4677,FDS08,OUT018,1801.4106867626958
4678,NCP17,OUT035,1086.6246875268498
4679,NCO53,OUT035,3032.555731036076
4680,FDH19,OUT045,1641.0638255929714
4681,FDJ04,OUT017,5319.774603338266
4682,FDG10,OUT049,1795.9148494132012
4683,FDA40,OUT010,3943.179724867446
4684,FDI53,OUT045,1488.3181390170682
4685,FDU09,OUT010,2973.558219399864
4686,FDK60,OUT045,1640.5645389813308
4687,FDR43,OUT017,3867.5902211555867
4688,FDW22,OUT017,1797.49071391347
4689,DRP47,OUT010,3992.4326797423882
4690,DRG48,OUT010,2951.3060363876393
4691,FDA14,OUT035,1581.1862337250266
4692,FDU49,OUT013,2362.1675437727
4693,FDK28,OUT045,-328.0981369343251
4694,FDT19,OUT046,1551.069938289873
4695,NCQ42,OUT045,3170.1718448941438
4696,FDD03,OUT045,3725.3671823160457
4697,NCM53,OUT013,2919.4202883548824
4698,NCX53,OUT045,716.7032833486201
4699,FDV14,OUT027,3774.8505685100868
4700,NCZ54,OUT017,2902.7987049674925
4701,FDB39,OUT013,1583.776985611792
4702,DRC24,OUT046,2440.284562470062
4703,FDY36,OUT013,2539.5454328703136
4704,FDN01,OUT035,1892.3642625852467
4705,DRH25,OUT046,-1182.6908880227488
4706,FDV08,OUT046,3167.279482774262
4707,NCP53,OUT049,3994.8093164838697
4708,FDU52,OUT010,363.1533759564511
4709,NCI42,OUT045,1919.9694086251875
4710,FDZ14,OUT035,3414.4813157491203
4711,FDF11,OUT046,2066.6261358768124
4712,FDQ13,OUT018,1737.298289879447
4713,FDO32,OUT010,1654.1936844738343
4714,DRJ37,OUT018,3436.5163761393073
4715,FDY43,OUT046,2239.0578783444826
4716,NCT41,OUT017,2554.4006385560297
4717,NCV17,OUT045,-1173.822203042524
4718,FDM04,OUT027,3895.7150163059364
4719,DRB48,OUT018,2035.1410144578704
4720,FDM24,OUT013,766.833864916123
4721,FDT37,OUT049,2378.321128386352
4722,NCO05,OUT010,653.8329378540008
4723,FDL13,OUT046,3063.2557622970353
4724,FDL15,OUT017,2868.4768508698476
4725,FDB11,OUT018,1598.7554880490814
4726,FDL14,OUT019,-676.3860752140504
4727,FDY10,OUT019,1743.0859273911515
4728,FDJ40,OUT049,4011.0170831721207
4729,NCW18,OUT046,1508.7248065218937
4730,NCY06,OUT013,3984.988451080634
4731,DRE13,OUT018,3944.2805983211883
4732,FDA26,OUT045,1067.2766174014764
4733,NCE19,OUT010,2117.5939419831366
4734,FDE33,OUT035,4034.080052792758
4735,DRL59,OUT027,2521.3881079513835
4736,FDY07,OUT046,1184.8986615043384
4737,FDF57,OUT018,1897.8234671609487
4738,FDM58,OUT035,1597.7504914566316
4739,FDP26,OUT027,1472.252789717902
4740,FDY32,OUT046,3737.6687489716574
4741,FDD51,OUT010,1742.1656039730424
4742,FDU22,OUT018,3484.8605290649816
4743,FDZ49,OUT018,1488.7837855667747
4744,NCI42,OUT017,4201.0636102140725
4745,FDT04,OUT027,3255.7225887228037
4746,NCU41,OUT045,3936.341448620889
4747,FDS56,OUT045,2826.9829269599227
4748,NCN42,OUT017,2999.820226487411
4749,FDK34,OUT046,1434.8823055146809
4750,FDB03,OUT017,816.261777676521
4751,DRJ25,OUT035,3213.018615685492
4752,FDT25,OUT027,989.1896308334301
4753,FDN20,OUT013,2772.9836081797293
4754,FDP09,OUT013,1923.490498338971
4755,FDM20,OUT019,1122.1999134429361
4756,NCG55,OUT046,3273.7837798977484
4757,NCP14,OUT045,3710.710587867251
4758,NCH06,OUT046,1634.4263448343409
4759,FDV52,OUT013,2212.9257504562265
4760,NCL07,OUT035,3763.364212101469
4761,DRJ11,OUT027,1665.5129129390284
4762,DRO59,OUT013,1715.0168988513828
4763,FDW15,OUT010,4204.146177484461
4764,NCQ30,OUT035,3060.328482874789
4765,NCN54,OUT019,3875.8546160618243
4766,FDY01,OUT027,2428.695177442586
4767,FDX39,OUT035,4035.224248447823
4768,FDH53,OUT027,1700.0217427312732
4769,FDA57,OUT035,3738.962181272086
4770,NCC07,OUT010,64.77195627183619
4771,FDU28,OUT013,3032.81831159526
4772,FDK36,OUT010,5140.526527926022
4773,FDR36,OUT018,3261.242408896218
4774,NCQ17,OUT035,3961.79310283893
4775,FDS28,OUT019,3996.880307198442
4776,FDE08,OUT045,3752.7363139711147
4777,FDU22,OUT046,3607.374455325171
4778,FDG41,OUT045,2276.8087188946574
4779,FDO31,OUT010,1534.6887100389188
4780,FDM21,OUT019,1175.2983794289491
4781,FDU40,OUT017,2733.6058796554817
4782,FDV36,OUT018,2426.610843221069
4783,FDT10,OUT027,1864.9556449126933
4784,FDX38,OUT045,4144.258677370413
4785,NCU30,OUT027,4160.622576628586
4786,NCV06,OUT049,2979.919313514538
4787,FDT16,OUT035,2658.8250191659536
4788,NCP41,OUT027,3672.4107518939722
4789,FDZ56,OUT017,126.15079305540849
4790,FDC22,OUT035,2984.86849873722
4791,FDU10,OUT035,487.0310715601372
4792,FDS46,OUT045,2382.73980842889
4793,FDO08,OUT049,1575.1624523514422
4794,NCV42,OUT018,3391.1327630280402
4795,FDP33,OUT035,1843.1640093132607
4796,FDJ12,OUT046,4801.391440122581
4797,FDH04,OUT045,2482.8240897710443
4798,NCU54,OUT013,1691.0762562078828
4799,FDO36,OUT010,733.8069605818337
4800,FDT37,OUT027,1916.1667631523612
4801,FDD14,OUT010,2108.762328043814
4802,FDA16,OUT013,4344.965249351912
4803,NCS42,OUT019,4920.820832876698
4804,FDP10,OUT019,1341.132783927334
4805,FDQ28,OUT049,3175.795707548615
4806,FDK57,OUT010,2073.4700311978568
4807,FDK02,OUT013,3856.465416720831
4808,FDW47,OUT018,1737.933318263699
4809,NCC42,OUT018,3428.508575053688
4810,FDQ37,OUT018,1938.0900141722852
4811,FDL40,OUT046,1693.2690038711653
4812,DRE13,OUT010,-1096.6078623012427
4813,FDQ34,OUT027,2255.1171139476537
4814,NCB54,OUT046,3705.700963280445
4815,FDS48,OUT049,3413.2911369835533
4816,FDO15,OUT045,2739.757673515456
4817,NCT30,OUT013,2277.3201962613552
4818,FDU49,OUT027,3501.1894908971212
4819,FDE21,OUT046,1789.0448012700265
4820,FDS49,OUT019,4261.819006779565
4821,FDT38,OUT027,3667.0905297341524
4822,FDZ01,OUT045,4289.625049820497
4823,FDC41,OUT035,2799.4825609299883
4824,DRG13,OUT010,4069.0994172306378
4825,NCZ42,OUT018,1637.3364538519413
4826,NCM07,OUT045,2964.1672102747248
4827,NCV17,OUT018,3426.8340409461453
4828,DRK39,OUT035,1534.4236042548764
4829,FDS37,OUT018,2425.5529506088405
4830,FDV12,OUT019,1692.852086933161
4831,NCG19,OUT018,2266.037017748752
4832,FDS51,OUT013,3941.4186891765416
4833,NCO14,OUT046,998.9889556324899
4834,FDC38,OUT046,1225.422635712516
4835,FDN15,OUT046,3753.376384184194
4836,NCH42,OUT013,2429.226948127094
4837,FDQ22,OUT046,2282.6958167116472
4838,FDC05,OUT013,1634.4056107895822
4839,FDZ31,OUT013,3627.59265585881
4840,DRJ23,OUT049,2021.3039252533083
4841,FDC52,OUT035,3447.653953617749
4842,DRD12,OUT010,2088.654868980554
4843,FDV55,OUT017,3055.7157427275397
4844,FDD32,OUT046,-216.80204528901754
4845,FDR01,OUT049,2412.4070876146557
4846,FDY08,OUT019,2428.081599706972
4847,FDQ45,OUT045,1457.4125422859702
4848,DRN11,OUT027,2955.416952645645
4849,NCS05,OUT018,2732.5072719106206
4850,FDY32,OUT035,3554.6948353158587
4851,NCD31,OUT045,-968.7634833103734
4852,NCE06,OUT049,3393.9737407492057
4853,NCP14,OUT046,2541.0292238711036
4854,NCF18,OUT019,4132.032959816347
4855,FDF14,OUT018,4364.217803315953
4856,FDB22,OUT017,3183.4338800140035
4857,NCH54,OUT049,1396.0472962682215
4858,FDU27,OUT035,1584.0860891764553
4859,FDS58,OUT027,1369.1417281010213
4860,NCU29,OUT035,1625.6758362932112
4861,FDJ57,OUT013,-117.94593717121052
4862,FDL56,OUT049,2116.254017912908
4863,FDH60,OUT035,1564.025709036342
4864,FDN24,OUT018,2054.2624212528194
4865,FDD02,OUT017,1051.0508039422264
4866,FDP15,OUT017,2420.0765002075723
4867,FDB28,OUT027,4205.870074575265
4868,DRC49,OUT045,4200.817148682892
4869,NCG30,OUT018,2094.5026710575066
4870,FDJ14,OUT049,1373.3865287075619
4871,FDL52,OUT045,2209.4822560870825
4872,NCG19,OUT027,2959.2077725233394
4873,NCN41,OUT035,5254.308879893659
4874,FDW22,OUT013,2035.5981942049455
4875,FDI02,OUT013,1263.1880903450267
4876,FDV51,OUT045,2054.0723500750137
4877,FDV48,OUT046,4274.100591950165
4878,NCL17,OUT019,2297.722867494003
4879,FDP46,OUT045,3322.905968163655
4880,FDU10,OUT045,625.3572587206622
4881,FDT37,OUT010,2521.884937686644
4882,FDI27,OUT035,1493.313792894114
4883,FDN51,OUT046,2502.292268205815
4884,FDW07,OUT035,3933.550713539655
4885,FDN45,OUT049,1633.824871172116
4886,DRN37,OUT027,1920.7221773853685
4887,DRF48,OUT049,2031.3689640385935
4888,FDP38,OUT019,4207.689726395966
4889,NCX18,OUT027,2539.904820153422
4890,FDK45,OUT018,3439.678725492979
4891,FDZ37,OUT049,4212.936561338984
4892,FDS50,OUT018,2543.829033610814
4893,NCR54,OUT018,1298.1452118714844
4894,NCS17,OUT035,564.2660798803014
4895,FDV31,OUT046,1539.4595319242578
4896,DRE27,OUT017,3042.372514470266
4897,FDN60,OUT013,1322.9620960814843
4898,FDK26,OUT013,2136.350518852296
4899,FDX37,OUT018,4087.284721079835
4900,FDW31,OUT046,2678.5311450551467
4901,FDX26,OUT018,3758.1099401541223
4902,DRL49,OUT019,2254.410816876197
4903,FDU49,OUT017,2720.6912298945144
4904,FDY58,OUT046,2519.351212492106
4905,FDN03,OUT045,947.0464696622353
4906,NCV06,OUT010,-376.6695963136683
4907,FDH53,OUT045,3302.3661673278507
4908,FDG31,OUT018,578.2432908888077
4909,NCC06,OUT045,135.89841643353498
4910,FDS13,OUT049,2129.9413623625187
4911,FDP16,OUT035,2321.603526001213
4912,FDA35,OUT013,2859.7656405148873
4913,DRP47,OUT018,4327.259827345673
4914,FDY28,OUT010,1819.5449634738727
4915,FDY20,OUT035,2784.473447399796
4916,NCH30,OUT017,1325.9637602266134
4917,NCR29,OUT019,2450.2862340252686
4918,NCP05,OUT013,2818.979085386008
4919,NCF30,OUT019,1884.6632870103251
4920,FDA08,OUT035,2087.0722390026904
4921,FDN51,OUT027,3494.4230161241776
4922,FDH12,OUT046,2573.8717729490936
4923,FDY39,OUT017,2304.276987339502
4924,NCO53,OUT045,1067.0345335982552
4925,FDB40,OUT046,-1154.711158105541
4926,FDH02,OUT049,670.9267615697711
4927,FDY11,OUT027,1070.257803067303
4928,FDQ09,OUT019,1822.642569630875
4929,FDP16,OUT013,2992.244261239776
4930,NCF55,OUT018,3294.189212375008
4931,FDY09,OUT027,2496.9895635362827
4932,FDY39,OUT045,1613.8167119661434
4933,NCU53,OUT049,2777.7901524290387
4934,NCT41,OUT049,951.6306455127522
4935,FDJ45,OUT046,2453.913036752445
4936,FDR28,OUT013,755.6378316282808
4937,FDN08,OUT013,1677.0177977068092
4938,FDJ07,OUT049,-198.39377547623553
4939,FDZ09,OUT027,2085.5807016189074
4940,FDQ14,OUT017,-991.0229333959735
4941,FDY12,OUT027,-567.4912723243149
4942,FDK57,OUT046,3039.7344686044958
4943,FDD20,OUT049,908.4888662616297
4944,FDS36,OUT018,1914.9706608334084
4945,FDI40,OUT049,1393.9798206760486
4946,FDJ40,OUT045,2474.0201783026023
4947,FDE08,OUT013,961.6470361669565
4948,DRK01,OUT013,4014.30948797507
4949,FDC58,OUT049,2976.65070110518
4950,FDE50,OUT046,3248.87611536161
4951,FDX48,OUT035,4042.0524187627557
4952,DRM35,OUT018,1956.9271570234635
4953,FDG41,OUT013,2534.917566031085
4954,FDB52,OUT046,3963.215491318424
4955,FDV19,OUT045,-1202.941181116115
4956,DRG48,OUT017,3828.2890739696954
4957,FDI26,OUT013,-729.686926652475
4958,FDU11,OUT019,3714.2782566318356
4959,FDF59,OUT019,756.2858614118593
4960,FDR07,OUT049,1235.5982405645304
4961,NCE06,OUT017,4217.289331429129
4962,FDE10,OUT046,4085.956328613531
4963,NCO55,OUT046,1982.853543271214
4964,FDZ13,OUT013,3555.778898418401
4965,FDT50,OUT017,1711.740317274951
4966,FDH12,OUT010,1668.0883429254798
4967,FDD21,OUT045,3015.361139904499
4968,NCM05,OUT013,1543.5486110069003
4969,FDK04,OUT013,3253.3920338437206
4970,FDN33,OUT017,1725.7346372993723
4971,NCM18,OUT010,4126.133997018853
4972,DRC25,OUT049,1580.47639313302
4973,FDT47,OUT017,1706.1346577401164
4974,FDD45,OUT027,2265.0472932842317
4975,NCD07,OUT018,2767.996827773031
4976,NCY54,OUT010,3118.6772512297807
4977,FDL12,OUT049,2559.4355134062084
4978,FDL02,OUT017,2824.57251951331
4979,FDC60,OUT035,1474.4232516441816
4980,FDR37,OUT017,2484.444240289616
4981,FDY16,OUT017,3994.4038139846693
4982,FDU26,OUT045,2919.243643908257
4983,FDN24,OUT013,2971.4480942168857
4984,FDH44,OUT013,1793.4445239289687
4985,FDE23,OUT010,1974.5391587972213
4986,FDW60,OUT017,1866.8376627876762
4987,FDQ55,OUT049,497.63753229715417
4988,FDV32,OUT027,966.9563199850948
4989,FDV03,OUT010,1492.7449744890566
4990,FDY14,OUT010,2590.03179072922
4991,NCL55,OUT027,3691.579219168261
4992,DRF25,OUT017,2066.7618727884537
4993,FDX03,OUT046,971.8558842378912
4994,FDF40,OUT045,3373.671092847
4995,FDX24,OUT010,4064.094825770764
4996,FDA25,OUT049,2440.729707418869
4997,FDH21,OUT018,2585.3855085998766
4998,FDB47,OUT010,2931.118093764151
4999,FDT34,OUT019,3851.8595003496553
5000,FDS39,OUT010,2490.0997436299795
5001,NCU05,OUT046,1319.2675568575896
5002,FDE02,OUT049,4029.4360116930015
5003,FDL25,OUT035,4812.385668044417
5004,FDC50,OUT049,826.9043468366939
5005,FDZ32,OUT049,1869.165831593048
5006,FDV14,OUT045,2208.4359361521756
5007,FDR07,OUT045,2056.7635162006663
5008,FDB26,OUT049,2015.5464433670134
5009,NCR50,OUT045,3724.6232077970253
5010,FDP01,OUT018,1684.06536290573
5011,FDH57,OUT045,4242.632746367748
5012,FDM60,OUT027,2892.667469302363
5013,FDA45,OUT017,1184.8004500184425
5014,FDU55,OUT017,323.56059543441506
5015,FDH40,OUT035,618.2813097217486
5016,FDG40,OUT019,3573.5804090755228
5017,FDT12,OUT049,3709.875916294278
5018,DRL59,OUT045,2341.1079696022352
5019,FDT47,OUT018,3323.9809448383667
5020,FDI60,OUT017,1532.8637367329075
5021,DRF51,OUT027,1555.9471855913712
5022,NCK31,OUT049,67.09018825762132
5023,FDB08,OUT045,1791.09753799571
